time_sec,psi_deg,target_psi_deg,angle_error_deg,omega_rad_s,u_cmd,roll_deg,pitch_deg,body_roll_deg,body_pitch_deg,moment_nm,horizon,mpc_cost,q_angle,q_terminal,q_omega,r_u,r_du,settled
1.1,4.988856050758357,90.0,85.01114394924164,0.1670721522783577,0.6600000000000001,6.982591578656162,0.49459794627504056,7.0,0.0,-5428.213351976319,37.0,314.7714961664472,8.723761780263509,152.56928011185792,1.0895047121054038,0.032714106675988154,4.085642670395265,0
1.2000000000000002,6.200600295743199,90.0,83.7993997042568,0.2114892676707829,0.7200000000000002,6.973349442930393,0.6117575282516265,7.0,0.0,-5416.3549600544375,36.0,291.95915660857025,8.722180661340591,152.49812976032663,1.0888722645362368,0.03270817748002722,4.083270992010888,0
1.3,7.825358350721089,90.0,82.17464164927891,0.28357377607663226,0.7800000000000002,6.958845664912266,0.7598082105609708,7.0,0.0,-5399.176692709255,36.0,268.83855329760087,8.719890225694567,152.3950601562555,1.087956090277827,0.03269958834635462,4.0798353385418515,0
1.4000000000000001,9.8662518703388,90.0,80.1337481296612,0.35620311599944515,0.8400000000000003,6.934492049493537,0.9577595859589848,7.0,0.0,-5372.356115994425,36.0,260.4588712757373,8.716314148799256,152.23413669596655,1.0865256595197026,0.03268617805799721,4.074471223198885,0
1.5,12.18560479215744,90.0,77.81439520784257,0.4048034500148588,0.8800000000000017,6.895966325125967,1.2052675365309689,7.0,0.0,-5332.54998267898,35.0,240.25614038467958,8.711006664357198,151.99529989607387,1.0844026657428791,0.03266627499133949,4.066509996535796,0
1.6,14.504238310686558,90.0,75.49576168931344,0.40467789045434077,0.8800000000000017,6.841519988823859,1.4846178019961505,7.0,0.0,-5279.106301035199,34.0,221.14343112905223,8.703880840138027,151.6746378062112,1.0815523360552106,0.0326395531505176,4.05582126020704,0
1.7000000000000002,16.682090419938824,90.0,73.31790958006117,0.38010689927955293,0.8600000000000017,6.775840419419611,1.76138136033113,7.0,0.0,-5217.03786290432,33.0,203.10147454733092,8.695605048387243,151.30222717742592,1.0782420193548972,0.03260851893145216,4.043407572580864,0
1.8,18.858862339956655,90.0,71.14113766004334,0.3799183706926979,0.8600000000000017,6.704003828590915,2.01864989216794,7.0,0.0,-5150.960117303816,33.0,185.27149512862204,8.686794682307175,150.90576070382292,1.0747178729228704,0.03257548005865191,4.0301920234607636,0
1.9000000000000001,21.034433128701277,90.0,68.96556687129872,0.379708733738037,0.8600000000000017,6.6224928802035405,2.2727988726500823,7.0,0.0,-5077.484059430423,32.0,169.28941203148696,8.676997874590723,150.46490435658254,1.0707991498362892,0.03253874202971521,4.015496811886084,0
2.0,23.208683840456757,90.0,66.79131615954324,0.37947833683963317,0.8600000000000017,6.531449532403071,2.523445546630229,7.0,0.0,-4996.731809101517,31.0,154.26866225381707,8.666230907880202,149.9803908546091,1.0664923631520808,0.032498365904550755,3.9993463618203036,0
2.1,25.24066225227858,90.0,64.75933774772143,0.35464713615736065,0.8400000000000016,6.431031514367453,2.770215319391503,7.0,0.0,-4908.837141183276,31.0,150.50599453512834,8.654511618824436,149.45302284709965,1.0618046475297749,0.032454418570591635,3.9817674282366555,0
2.2,27.27093791495094,90.0,62.72906208504906,0.3543499503674249,0.8400000000000016,6.328794760333414,2.997153142487014,7.0,0.0,-4820.306911579019,30.0,137.27644672941375,8.642707588210536,148.92184146947412,1.0570830352842144,0.03241015345578951,3.964061382315804,0
